TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Cluster_Final
54.52,32.0,164.0,1.0,6980.98,Debit,Indianapolis,Branch,Doctor,3.0
100.13,57.0,168.00000000000003,1.0,5209.16,Debit,Denver,Branch,Doctor,3.0
883.92,53.0,129.0,1.0,2342.64,Credit,Tucson,Online,Retired,0.0
69.8,27.0,138.0,1.0,136.77,Credit,New York,Branch,Student,2.0
768.94,64.0,53.00000000000001,1.0,6860.18,Debit,Indianapolis,Branch,Retired,0.0
179.62,24.0,119.0,1.0,409.26,Debit,Tucson,Online,Student,2.0
425.91,23.0,47.0,1.0,383.58,Debit,Jacksonville,ATM,Student,2.0
263.34,64.0,55.0,1.0,2411.02,Debit,Denver,ATM,Retired,0.0
113.03,36.0,12.0,1.0,6756.13,Credit,Tucson,Online,Doctor,3.0
11.02,42.0,42.00000000000001,1.0,7879.66,Debit,Austin,Online,Doctor,3.0
865.17,24.0,161.0,1.0,9297.5,Debit,Houston,Branch,Student,2.0
152.0,51.0,63.0,1.0,7531.429999999999,Debit,Albuquerque,ATM,Engineer,1.0
270.39,25.0,104.0,1.0,899.15,Debit,Jacksonville,ATM,Student,2.0
246.40999999999997,54.0,22.999999999999996,1.0,1431.6,Debit,Detroit,ATM,Retired,0.0
336.84,22.0,100.00000000000001,1.0,4500.26,Debit,Washington,ATM,Student,2.0
261.45,50.0,96.0,1.0,6735.74,Credit,Oklahoma City,Online,Engineer,1.0
99.98,73.0,151.99999999999997,1.0,3037.97,Credit,Washington,Online,Retired,0.0
400.69,32.0,26.0,1.0,9040.33,Debit,Las Vegas,Online,Engineer,1.0
411.47,26.0,120.0,1.0,796.63,Debit,Fort Worth,ATM,Student,2.0
204.63,52.0,91.99999999999999,1.0,9199.52,Debit,Las Vegas,Online,Engineer,1.0
421.56,53.0,144.0,1.0,8037.870000000001,Debit,San Jose,Online,Engineer,1.0
193.38,18.0,285.0,1.0,1081.79,Debit,Memphis,ATM,Student,2.0
377.04,34.0,64.0,1.0,3812.87,Debit,Chicago,ATM,Engineer,1.0
54.1,28.0,17.0,1.0,940.91,Credit,Boston,Branch,Engineer,1.0
18.1,57.0,66.0,1.0,6474.34,Debit,Louisville,ATM,Retired,0.0
408.62,48.0,159.0,1.0,2498.48,Credit,Fort Worth,Online,Engineer,1.0
162.1,64.0,221.0,1.0,9578.74,Debit,Baltimore,Branch,Doctor,3.0
165.31,49.0,28.0,1.0,7346.66,Debit,Boston,ATM,Doctor,3.0
856.9,36.0,150.0,1.0,8579.69,Debit,New York,Branch,Engineer,1.0
433.9,65.0,37.0,1.0,9013.1,Debit,Albuquerque,Online,Doctor,3.0
271.22,45.0,87.0,1.0,6863.02,Credit,Louisville,ATM,Doctor,3.0
307.68,75.0,162.0,1.0,2052.84,Credit,Detroit,Online,Retired,0.0
348.17,21.0,181.0,1.0,1887.84,Debit,El Paso,ATM,Student,2.0
43.1,25.0,102.0,1.0,6944.9,Debit,Denver,Branch,Student,2.0
557.78,26.0,102.0,1.0,1289.48,Credit,Phoenix,Branch,Student,2.0
325.6,69.0,88.0,1.0,13777.1,Debit,Dallas,ATM,Doctor,3.0
235.83,53.0,169.0,1.0,4120.75,Credit,Memphis,Online,Engineer,1.0
603.54,44.0,26.0,1.0,10517.47,Debit,Albuquerque,Online,Doctor,3.0
270.25,31.0,42.00000000000001,1.0,5414.97,Debit,Tucson,ATM,Engineer,1.0
123.38,59.0,40.0,1.0,13542.41,Debit,Sacramento,Online,Doctor,3.0
577.12,39.0,69.00000000000001,1.0,5265.88,Debit,Virginia Beach,ATM,Engineer,1.0
92.24,60.0,93.0,1.0,6937.48,Debit,Philadelphia,Branch,Engineer,1.0
856.21,33.0,109.0,1.0,12690.79,Credit,Colorado Springs,Branch,Doctor,3.0
251.54000000000002,48.0,177.0,1.0,254.75,Debit,Tucson,Branch,Doctor,3.0
28.63,56.0,146.0,1.0,3382.91,Debit,San Diego,Branch,Retired,0.0
185.97,23.0,18.999999999999996,1.0,1776.91,Debit,Denver,Online,Student,2.0
243.08000000000004,24.0,93.0,1.0,131.25,Credit,Jacksonville,Online,Student,2.0
